,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13
1,-0.070206165313720703,-0.070084095001220703,-0.070352554321289062,-0.070404052734375,0.12948865890502947,-0.070700168609619141,0.12934846878051776,-0.070717334747314453,0.33055295944213903,0.12970514297485369,0.12936611175537127,0.12937994003295916,0.12932796478271502,0.12943954467773455,0.72941808700561506,-0.87081174850463849,-0.26279993057250994,-0.26935834884643572,-0.069610595703125,0.12968225479125994,-0.070503711700439453,0.32979049682617223,-0.070737361907958984
2,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,,,,,,,,,,,,,,,,,
3,-0.067679405212402344,-0.052814960479736328,-0.070179462432861328,-0.67036066055297816,-1.0645365715026855,-0.010891437530517578,,,,,,,,,,,,,,,,,
