,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27
1,0.44820404052734375,0.44679641723632812,-0.50228996276855487,0.11412944793701207,0.10622682571411168,-0.29914760589599609,-0.89583692550659144,0.21414470672607422,-0.1027915954589842,-0.04691314697265625,0.10519065856933629,-0.048547267913818359,-1.0446939468383789,0.14789428710937536,0.30352602005004847,0.49961118698120099,-0.69922485351562536,0.31395683288574183,0.50081233978271467,0.69727420806884766,0.49708299636840803,0.29929265975952113,-0.49805850982666033,0.10171833038330114,-0.30023002624511719,0.20534324645996094,-0.50186510086059588,0.30101642608642543,-0.69804229736328161,0.70994901657104492,-0.30314445495605469
2,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,,,,,,,,,,
3,0.30420074462890589,-0.30313920974731445,-0.049404621124267578,-0.097461032867431463,-0.79684162139892578,-0.6913885116577152,-1.4663483619689943,0.28996467590332031,,,,,,,,,,,,,,,,,,,,,,,
