,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19
1,0.30615520477294922,-0.74625663757324201,0.82026100158691406,0.85108976364135724,1.3004641532897949,1.0498180389404297,0.79986095428466797,0.049767494201660156,0.65328893661498988,-0.7492611885070799,0.66371641159057582,0.30097389221191406,0.55039072036743164,-0.14891071319580096,-0.74878578186035138,0.25793046951293963,-0.44840002059936523,-0.94253921508789062,-0.12374515533447283,0.052976608276367188,-0.94827079772949219,-1.1426994323730471,-0.9318089485168457,-1.4366865158081055,0.073101520538330078,-0.34816446304321325,1.0511350631713867
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,,,,,,,,,,,,,,,,,,,,
3,-0.69946765899658203,-0.44060993194580078,-0.34768714904785192,-0.61058203379313269,0.25471658706665057,0.30111217498779297,1.0513262748718262,,,,,,,,,,,,,,,,,,,,
