,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29
1,-0.40250387191772496,-0.0023059844970703125,-0.0037670135498046875,0.19595165252685565,0.79553394317626935,-0.0050058364868164062,-0.20443410873413104,-0.80477170944213849,-0.0010151863098144531,-0.25421476364135742,-0.0037517547607421875,-0.20441694259643572,0.7955253601074217,0.99507331848144531,-0.60498485565185511,-0.0029816627502441406,-0.0046553611755371094,-0.50441741943359375,-0.0037436485290527344,-0.0047459602355957031,0.39505138397216832,-0.20468921661376971,-0.0039691925048828125
2,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,,,,
3,-0.0046129226684570312,-0.0042486190795898438,-0.00437164306640625,0.39547910690307653,0.19540758132934588,-0.004241943359375,,,,,,,,,,,,,,,,,
