,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25
1,-0.38159713745117152,0.21719837188720703,-0.38298997879028285,-0.18285789489746129,-0.382891750335693,0.41715879440307635,0.017001914978027166,0.41704816818237322,-0.2830042839050293,-0.44951788584391394,-0.53279304504394531,0.3838988939921073,0.016993808746337713,0.81708679199218714,0.41696186065673846,-0.18299856185913121,0.21710681915283203,0.71699094772338867,0.61696376800537145,0.81696996688842738,0.21696186065673828,-0.2830042839050293,-0.5328221321105957,0.81728992462158168,0.81695661544799769,0.21696949005126953,0.81703195571899379,-0.18303718566894567,-0.38287220001220668,-0.1827978134155277,-0.58289699554443342,-0.7827601432800293,1.0173910140991209,-0.38303813934326136,-0.38280591964721644,-0.78278255462646484,-1.1825274467468265,-0.11550315221150598,-0.44961229960123816
2,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.78283405303955078,-0.78243064880371094,-0.98267002105712908,-1.0302867889404297,-0.11552842458089074,0.21706008911132812,0.41702289581298846,0.61699190139770543,0.0169766426086424,-0.11629851659138879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
