,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01
1,-1.6485565185546873,-0.044823265075683238,0.17095851898193359,0.75213632583618129,0.35083932876586932,0.55244102478027379,0.15213108062744141,-0.6478207588195799,-0.1285223007202152,-0.044860553741455256,0.35915966033935565,0.15226888656616211,0.15237188339233398,-0.64679460525512678,-0.21080913543701207,0.15526914596557617,0.55227746963501012,0.1512150764465332,-0.013316790262859257
2,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06,,,,,,,,,,,,,,
3,-0.097470760345458984,0.95315294265747053,0.15105485916137695,0.15264225006103516,0.65220069885253906,,,,,,,,,,,,,,
