,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01
1,-0.98957252502441406,0.2178565979003908,1.0068511962890625,1.0057649612426758,-0.59409103393554652,0.26343536376953125,-0.79324703216552717,-1.1873533248901369,-0.3768743515014652,1.0095720291137695,0.80566959381103498,1.0061578750610352,-0.39427223205566442,-0.79095821380615217,-0.18590850830078143
2,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,
3,0.20959682464599627,0.80725269317626935,0.40660419464111364,-0.49187374114990234,,,,,,,,,,,
