,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26
1,0.25094032287597656,-0.8024681091308592,0.75593471527099609,0.79587154388427717,1.2456951141357422,0.995208740234375,0.74527454376220703,-0.004688262939453125,0.59766826629638636,-0.80411128997802717,0.6030755996704098,0.24609184265136719,0.49590206146240234,-1.003178596496582,-1.1978933334350588,-0.99298191070556641,-1.4959144592285156,0.014060020446777344,-0.40309276580810582,0.99684429168701172,-0.75433444976806641,-0.49834823608398438,-0.40239467620849645,-0.66984049479166785,0.19897861480712908,0.24617576599121094,0.99649143218994141
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,,,,,,,,,,,,,,,,,,,,
3,-0.20371551513671893,-0.80300121307373029,0.20188255310058612,-0.50296878814697266,-1.0001430511474609,-0.086737823486328303,-0.0021429061889648438,,,,,,,,,,,,,,,,,,,,
