,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,-1.7565806388854979,-0.020051574707030895,0.12977218627929688,0.64380655288696254,0.24287672042846697,0.44421663284301793,0.043904781341552734,-0.75630788803100568,-0.22297945022583043,-0.25807943344116246,0.094759941101074219,0.44455327987670934,0.042520046234130859,-0.12282578150431434,-0.19714498519897461,0.84513502120971662,0.042376995086669922,0.043735980987548828,0.54328393936157227
2,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,,,,,,,,,,,,,,
3,-0.10428638458251971,0.28798074722290057,0.044382095336914062,0.043722629547119141,-0.75237493515014631,,,,,,,,,,,,,,
