,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21
1,-0.10431642532348651,-0.89845657348632812,-0.059353065490722834,0.099350929260253906,-0.65203189849853516,0.50420799255371129,0.59534549713134766,0.095316886901855469,-0.65365886688232422,-0.3942112922668457,-0.22974236806233606,0.095450878143310547,0.59779977798461914,-0.10394544601440447,-0.10185737609863299,-0.099819374084472834,-0.098650169372558771,0.30005140304565447,-0.50272903442382777,-0.14385509490966797,0.60088825225830078,0.69664773941040004,0.49808921813964879
2,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,,,,,,,,,,,,,,,,,
3,0.10016918182373047,0.097521781921386719,0.097145557403564453,-0.10353059768676776,0.34727764129638672,0.84653568267822266,,,,,,,,,,,,,,,,,
