indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
4,2014-03-27,AS14.17,2014-03-25-2014-03-26,7.35,0.35,0.9,0.06527988284618215,7.2,4.0
5,2014-03-28,AS14.17,2014-03-26-2014-03-27,7.2,0.30000000000000004,0.7,0.07958513245647532,7.2,5.0
6,2014-03-29,AS14.17,2014-03-27-2014-03-28,7.2,0.5,0.8,0.17083499892848783,6.8,6.0
7,2014-03-30,AS14.17,2014-03-28-2014-03-29,7.0,0.6,0.8,0.23016252283544153,8.0,7.0
8,2014-03-31,AS14.17,2014-03-29-2014-03-30,7.4,0.8,0.8,0.10881077450899232,7.25,8.0
9,2014-04-01,AS14.17,2014-03-30-2014-03-31,7.625,0.75,1.0,0.053159692549336106,7.4,9.0
10,2014-04-02,AS14.17,2014-03-31-2014-04-01,7.325,0.55,1.0,0.12238122197307144,7.5,10.0
11,2014-04-03,AS14.17,2014-04-01-2014-04-02,7.45,0.425,0.875,0.11847652846557724,7.2,11.0
12,2014-04-04,AS14.17,2014-04-02-2014-04-03,7.35,0.225,0.875,0.10719004806144974,7.0,12.0
13,2014-04-05,AS14.17,2014-04-03-2014-04-04,7.1,-0.19999999999999998,0.9,0.14201972455648929,7.0,13.0
14,2014-04-06,AS14.17,2014-04-04-2014-04-05,7.0,-0.19999999999999998,0.9,0.1744879078043648,7.25,14.0
15,2014-04-07,AS14.17,2014-04-05-2014-04-06,7.125,0.225,1.125,0.11301392854804704,7.0,15.0
16,2014-04-08,AS14.17,2014-04-06-2014-04-07,7.125,0.625,1.125,0.04294378603820588,7.0,16.0
17,2014-04-09,AS14.17,2014-04-07-2014-04-08,7.0,0.7,1.0,0.037532454007474354,7.0,17.0
18,2014-04-10,AS14.17,2014-04-08-2014-04-09,7.0,0.325,1.0,0.0676484135057055,6.75,18.0
19,2014-04-11,AS14.17,2014-04-09-2014-04-10,6.875,0.625,1.0,0.1050026576737822,7.2,19.0
20,2014-04-12,AS14.17,2014-04-10-2014-04-11,6.975,0.7,1.0,0.154073766872425,7.2,20.0
21,2014-04-13,AS14.17,2014-04-11-2014-04-12,7.2,0.4,1.0,0.1866634260646492,7.2,21.0
22,2014-04-14,AS14.17,2014-04-12-2014-04-13,7.2,0.1,1.0,0.1208086104196343,7.0,22.0
23,2014-04-15,AS14.17,2014-04-13-2014-04-14,7.1,0.30000000000000004,1.0,0.08038917874939874,7.0,23.0
24,2014-04-16,AS14.17,2014-04-14-2014-04-15,7.0,0.6000000000000001,1.0,0.09367531162765491,7.2,24.0
25,2014-04-17,AS14.17,2014-04-15-2014-04-16,7.1,0.6000000000000001,1.0,0.1068052315536286,7.0,25.0
26,2014-04-18,AS14.17,2014-04-16-2014-04-17,7.1,0.6000000000000001,1.0,0.11376252663466004,7.0,26.0
27,2014-04-19,AS14.17,2014-04-17-2014-04-18,7.0,0.7,1.0,0.15235269742792973,7.0,27.0
28,2014-04-20,AS14.17,2014-04-18-2014-04-19,7.0,1.0,1.0,0.17789692748056485,7.2,28.0
29,2014-04-21,AS14.17,2014-04-19-2014-04-20,7.1,0.7,1.0,0.1442022976064527,7.4,29.0
30,2014-04-22,AS14.17,2014-04-20-2014-04-21,7.300000000000001,0.4,1.0,0.10468082777950277,6.6,30.0
31,2014-04-23,AS14.17,2014-04-21-2014-04-22,7.0,0.5,1.0,0.06940894696086057,7.25,31.0
32,2014-04-24,AS14.17,2014-04-22-2014-04-23,6.925,0.8,1.0,0.06122870598691368,7.2,32.0
33,2014-04-25,AS14.17,2014-04-23-2014-04-24,7.225,1.0,1.0,0.0908268378582717,7.2,33.0
