predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-18,AS14.26,2014-04-16-2014-04-17,6.4,0.1,0.0,0.08370555496209785,7.2
2014-04-19,AS14.26,2014-04-17-2014-04-18,6.6,0.3,0.30000000000000004,0.07919993311973528,8.0
2014-04-20,AS14.26,2014-04-18-2014-04-19,7.6,0.8,0.9,0.14633421206996722,8.0
2014-04-21,AS14.26,2014-04-19-2014-04-20,8.0,0.8,1.0,0.12432581649251054,6.4
2014-04-22,AS14.26,2014-04-20-2014-04-21,7.2,0.19999999999999998,0.5,0.06342417890390797,7.25
2014-04-23,AS14.26,2014-04-21-2014-04-22,6.825,0.15,0.5,0.100603521775942,6.2
2014-04-24,AS14.26,2014-04-22-2014-04-23,6.725,0.35,0.6,0.10165856596876037,5.8
2014-04-25,AS14.26,2014-04-23-2014-04-24,6.0,0.1,-0.1,0.08648177491335515,6.6
2014-04-26,AS14.26,2014-04-24-2014-04-25,6.199999999999999,0.1,0.0,0.09359244987604477,8.0
2014-04-27,AS14.26,2014-04-25-2014-04-26,7.3,0.6,0.7,0.19721766853194372,7.8
2014-04-28,AS14.26,2014-04-26-2014-04-27,7.9,0.9,0.9,0.18144992323031756,8.0
2014-04-29,AS14.26,2014-04-27-2014-04-28,7.9,0.9,0.9,0.11939557727378088,6.6
2014-04-30,AS14.26,2014-04-28-2014-04-29,7.3,0.8,0.7,0.12873690436626628,6.2
2014-05-01,AS14.26,2014-04-29-2014-04-30,6.4,0.19999999999999998,0.30000000000000004,0.09074379045403472,6.8
