indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
4,2014-05-13,AS14.33,2014-05-11-2014-05-12,6.0,-0.375,0.45,0.017590419583414466,5.0,4.0
5,2014-05-14,AS14.33,2014-05-12-2014-05-13,5.5,-0.125,0.25,0.08199064622932561,6.833333333333332,5.0
10,2014-05-19,AS14.33,2014-05-17-2014-05-18,6.0,-0.175,0.26666666666666666,0.017202957438252748,6.2,10.0
11,2014-05-20,AS14.33,2014-05-18-2014-05-19,6.1,-0.4,0.2,0.013439573501361678,6.25,11.0
12,2014-05-21,AS14.33,2014-05-19-2014-05-20,6.225,-0.35,0.35,0.013764473770040895,6.0,12.0
13,2014-05-22,AS14.33,2014-05-20-2014-05-21,6.125,-0.5833333333333333,0.15,0.017781528965688784,5.75,13.0
14,2014-05-23,AS14.33,2014-05-21-2014-05-22,5.875,-0.08333333333333331,0.024999999999999994,0.014359457376365696,5.833333333333332,14.0
15,2014-05-24,AS14.33,2014-05-22-2014-05-23,5.791666666666666,-0.16666666666666669,0.125,0.016062310902789454,6.4,15.0
16,2014-05-25,AS14.33,2014-05-23-2014-05-24,6.116666666666666,-0.7916666666666667,0.125,0.017436358142534865,6.25,16.0
17,2014-05-26,AS14.33,2014-05-24-2014-05-25,6.325,-0.75,0.29166666666666663,0.0878781457393043,5.4,17.0
18,2014-05-27,AS14.33,2014-05-25-2014-05-26,5.825,-0.575,0.16666666666666666,0.1383358382044283,6.2,18.0
19,2014-05-28,AS14.33,2014-05-26-2014-05-27,5.800000000000001,-0.5,0.2,0.06395286077756718,8.2,19.0
20,2014-05-29,AS14.33,2014-05-27-2014-05-28,7.199999999999999,-0.3,0.8,0.05800270338294491,7.0,20.0
21,2014-05-30,AS14.33,2014-05-28-2014-05-29,7.6,-0.6666666666666666,1.1,0.1363278120479774,6.8,21.0
