indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-04-08,AS14.27,2014-04-06-2014-04-07,7.3,0.0,0.5,0.08263888888888887,7.6,3.0
4,2014-04-09,AS14.27,2014-04-07-2014-04-08,7.6,0.2,0.8,0.07777777777777778,7.0,4.0
5,2014-04-10,AS14.27,2014-04-08-2014-04-09,7.3,-0.09999999999999998,0.8,0.09166666666666669,7.4,5.0
6,2014-04-11,AS14.27,2014-04-09-2014-04-10,7.2,0.1,0.6000000000000001,0.11857638888888888,5.8,6.0
13,2014-04-18,AS14.27,2014-04-16-2014-04-17,7.699999999999999,-0.6,0.9,0.10961718020541553,8.6,13.0
14,2014-04-19,AS14.27,2014-04-17-2014-04-18,8.1,0.1,1.1,0.10851278011204482,7.5,14.0
15,2014-04-20,AS14.27,2014-04-18-2014-04-19,8.05,-0.125,0.95,0.08548085901027076,7.2,15.0
16,2014-04-21,AS14.27,2014-04-19-2014-04-20,7.35,-0.325,0.55,0.11794613678804859,6.8,16.0
17,2014-04-22,AS14.27,2014-04-20-2014-04-21,7.0,-0.2,0.4,0.12951388888888896,7.8,17.0
18,2014-04-23,AS14.27,2014-04-21-2014-04-22,7.3,-0.5,0.5,0.08756273342670404,8.0,18.0
19,2014-04-24,AS14.27,2014-04-22-2014-04-23,7.9,-0.5,0.8,0.0841909473844634,7.6,19.0
20,2014-04-25,AS14.27,2014-04-23-2014-04-24,7.8,0.3,0.7,0.07931232927055115,7.6,20.0
21,2014-04-26,AS14.27,2014-04-24-2014-04-25,7.6,0.8999999999999999,0.6,0.11360731792717085,9.333333333333334,21.0
22,2014-04-27,AS14.27,2014-04-25-2014-04-26,8.466666666666667,0.9333333333333333,1.1333333333333333,0.2508884803921569,8.0,22.0
23,2014-04-28,AS14.27,2014-04-26-2014-04-27,8.666666666666668,0.5333333333333333,1.2333333333333334,0.2434989095500459,7.8,23.0
24,2014-04-29,AS14.27,2014-04-27-2014-04-28,7.9,0.30000000000000004,0.8,0.12839474288337918,7.2,24.0
25,2014-04-30,AS14.27,2014-04-28-2014-04-29,7.5,-0.5,0.6000000000000001,0.10954861111111105,6.6,25.0
26,2014-05-01,AS14.27,2014-04-29-2014-04-30,6.9,0.0,0.4,0.08820641762452104,7.6,26.0
27,2014-05-02,AS14.27,2014-04-30-2014-05-01,7.1,0.8,0.6000000000000001,0.1006525383141762,7.2,27.0
28,2014-05-03,AS14.27,2014-05-01-2014-05-02,7.4,-0.3,0.7,0.11591834291187737,6.4,28.0
29,2014-05-04,AS14.27,2014-05-02-2014-05-03,6.800000000000001,0.09999999999999998,0.3,0.10503472222222221,7.4,29.0
30,2014-05-05,AS14.27,2014-05-03-2014-05-04,6.9,0.5,0.3,0.08858251633986927,7.666666666666668,30.0
